N,E
3334099.024808,491475.833373
3334098.643584,491474.908890
3334098.262360,491473.984407
3334097.881137,491473.059925
3334097.499913,491472.135442
3334097.118689,491471.210959
3334096.737465,491470.286476
3334096.356242,491469.361994
3334095.975018,491468.437511
3334095.593794,491467.513028
3334095.212570,491466.588545
3334094.831346,491465.664062
3334094.450123,491464.739580
3334094.068899,491463.815097
3334093.687675,491462.890614
3334093.306451,491461.966131
3334092.925227,491461.041649
3334092.544004,491460.117166
3334092.162780,491459.192683
3334091.781556,491458.268200
3334091.400332,491457.343717
3334091.019108,491456.419235
3334090.637885,491455.494752
3334090.256661,491454.570269
3334089.875437,491453.645786
3334089.494213,491452.721303
3334089.112989,491451.796821
3334088.731766,491450.872338
3334088.350542,491449.947855
3334087.969318,491449.023372
3334087.588094,491448.098890
3334087.206870,491447.174407
3334086.825647,491446.249924
3334086.444423,491445.325441
3334086.063199,491444.400958
3334085.681975,491443.476476
3334085.300752,491442.551993
3334084.919528,491441.627510
3334084.538304,491440.703027
3334084.157080,491439.778544
3334083.775856,491438.854062
3334083.394633,491437.929579
3334083.013409,491437.005096
3334082.632185,491436.080613
3334082.250961,491435.156131
3334081.869737,491434.231648
3334081.488514,491433.307165
3334081.107290,491432.382682
3334080.726066,491431.458199
3334080.344842,491430.533717
3334079.963618,491429.609234
3334079.582395,491428.684751
3334079.201171,491427.760268
3334078.819947,491426.835785
3334078.438723,491425.911303
3334078.057499,491424.986820
3334077.676276,491424.062337
3334077.295052,491423.137854
3334076.913828,491422.213372
3334076.532604,491421.288889
3334076.151380,491420.364406
3334075.770157,491419.439923
3334075.388933,491418.515440
3334075.007709,491417.590958
3334074.626485,491416.666475
3334074.245261,491415.741992
3334073.864038,491414.817509
3334073.482814,491413.893026
3334073.101590,491412.968544
3334072.720366,491412.044061
3334072.339143,491411.119578
3334071.957919,491410.195095
3334071.576695,491409.270613
3334071.195471,491408.346130
3334070.814247,491407.421647
3334070.433024,491406.497164
3334070.051800,491405.572681
3334069.670576,491404.648199
3334069.289352,491403.723716
3334068.908128,491402.799233
3334068.526905,491401.874750
3334068.145681,491400.950267
3334067.764457,491400.025785
3334067.383233,491399.101302
3334067.002009,491398.176819
3334066.620786,491397.252336
3334066.239562,491396.327854
3334065.858338,491395.403371
3334065.477114,491394.478888
3334065.095890,491393.554405
3334064.714667,491392.629922
3334064.333443,491391.705440
3334063.952219,491390.780957
3334063.570995,491389.856474
3334063.189771,491388.931991
3334062.808548,491388.007509
3334062.427324,491387.083026
3334062.046100,491386.158543
3334061.664876,491385.234060
3334061.283653,491384.309577
3334060.902429,491383.385095
3334060.521205,491382.460612
3334060.139981,491381.536129
3334059.758757,491380.611646
3334059.377534,491379.687163
3334058.996310,491378.762681
3334058.615086,491377.838198
3334058.233862,491376.913715
3334057.852638,491375.989232
3334057.471415,491375.064750
3334057.090191,491374.140267
3334056.708967,491373.215784
3334056.327743,491372.291301
3334055.946519,491371.366818
3334055.565296,491370.442336
3334055.184072,491369.517853
3334054.802848,491368.593370
3334054.421624,491367.668887
3334054.040400,491366.744404
3334053.659177,491365.819922
3334053.277953,491364.895439
3334052.896729,491363.970956
3334052.515505,491363.046473
3334052.134281,491362.121991
3334051.753058,491361.197508
3334051.371834,491360.273025
3334050.990610,491359.348542
3334050.609386,491358.424059
3334050.228163,491357.499577
3334049.846939,491356.575094
3334049.465715,491355.650611
3334049.084491,491354.726128
3334048.703267,491353.801645
3334048.322044,491352.877163
3334047.940820,491351.952680
3334047.559596,491351.028197
3334047.178372,491350.103714
3334046.797148,491349.179232
3334046.415925,491348.254749
3334046.034701,491347.330266
3334045.653477,491346.405783
3334045.272253,491345.481300
3334044.891029,491344.556818
3334044.509806,491343.632335
3334044.128582,491342.707852
3334043.747358,491341.783369
3334043.366134,491340.858886
3334042.984910,491339.934404
3334042.603687,491339.009921
3334042.222463,491338.085438
3334041.841239,491337.160955
3334041.460015,491336.236473
3334041.078791,491335.311990
3334040.697568,491334.387507
3334040.316344,491333.463024
3334039.935120,491332.538541
3334039.553896,491331.614059
3334039.172673,491330.689576
3334038.791449,491329.765093
3334038.410225,491328.840610
3334038.029001,491327.916127
3334037.647777,491326.991645
3334037.266554,491326.067162
3334036.885330,491325.142679
3334036.504106,491324.218196
3334036.122882,491323.293714
3334035.741658,491322.369231
3334035.360435,491321.444748
3334034.979211,491320.520265
3334034.597987,491319.595782
3334034.216763,491318.671300
3334033.835539,491317.746817
3334033.454316,491316.822334
3334033.073092,491315.897851
3334032.691868,491314.973369
3334032.310644,491314.048886
3334031.929420,491313.124403
3334031.548197,491312.199920
3334031.166973,491311.275437
3334030.785749,491310.350955
3334030.404525,491309.426472
3334030.023301,491308.501989
3334029.642078,491307.577506
3334029.260854,491306.653023
3334028.879630,491305.728541
3334028.498406,491304.804058
3334028.117182,491303.879575
3334027.735959,491302.955092
3334027.354735,491302.030610
3334026.973511,491301.106127
3334026.592287,491300.181644
3334026.211064,491299.257161
3334025.829840,491298.332678
3334025.448616,491297.408196
3334025.067392,491296.483713
3334024.686168,491295.559230
3334024.304945,491294.634747
3334023.923721,491293.710264
3334023.542497,491292.785782
3334023.161273,491291.861299
3334022.780049,491290.936816
3334022.398826,491290.012333
3334022.017602,491289.087851
3334021.636378,491288.163368
3334021.255154,491287.238885
3334020.873930,491286.314402
3334020.492707,491285.389919
3334020.111483,491284.465437
3334019.730259,491283.540954
3334019.349035,491282.616471
3334018.967811,491281.691988
3334018.586588,491280.767505
3334018.205364,491279.843023
3334017.824140,491278.918540
3334017.442916,491277.994057
3334017.061692,491277.069574
3334016.680469,491276.145092
3334016.299245,491275.220609
3334015.918021,491274.296126
3334015.536797,491273.371643
3334015.155574,491272.447160
3334014.774350,491271.522678
3334014.393126,491270.598195
3334014.011902,491269.673712
3334013.630678,491268.749229
3334013.249455,491267.824746
3334012.868231,491266.900264
3334012.487007,491265.975781
3334012.105783,491265.051298
3334011.724559,491264.126815
3334011.343336,491263.202333
3334010.962112,491262.277850
3334010.580888,491261.353367
3334010.199664,491260.428884
3334009.818440,491259.504401
3334009.437217,491258.579919
3334009.055993,491257.655436
3334008.674769,491256.730953
3334008.293545,491255.806470
3334007.912321,491254.881987
3334007.531098,491253.957505
3334007.149874,491253.033022
3334006.768650,491252.108539
3334006.387426,491251.184056
3334006.006202,491250.259574
3334005.624979,491249.335091
3334005.243755,491248.410608
3334004.862531,491247.486125
3334004.481307,491246.561642
3334004.100084,491245.637160
3334003.718860,491244.712677
3334003.337636,491243.788194
3334002.956412,491242.863711
3334002.575188,491241.939229
3334002.193965,491241.014746
3334001.812741,491240.090263
3334001.431517,491239.165780
3334001.050293,491238.241297
3334000.669069,491237.316815
3334000.287846,491236.392332
3333999.906622,491235.467849
3333999.525398,491234.543366
3333999.144174,491233.618883
3333998.762950,491232.694401
3333998.381727,491231.769918
3333998.000503,491230.845435
3333997.619279,491229.920952
3333997.238055,491228.996470
3333996.856831,491228.071987
3333996.475608,491227.147504
3333996.094384,491226.223021
3333995.713160,491225.298538
3333995.331936,491224.374056
3333994.950712,491223.449573
3333994.569489,491222.525090
3333994.188265,491221.600607
3333993.807041,491220.676124
3333993.425817,491219.751642
3333993.044593,491218.827159
3333992.663370,491217.902676
3333992.282146,491216.978193
3333991.900922,491216.053711
3333991.519698,491215.129228
3333991.138475,491214.204745
3333990.757251,491213.280262
3333990.376027,491212.355779
3333989.994803,491211.431297
3333989.613579,491210.506814
3333989.232356,491209.582331
3333988.851132,491208.657848
3333988.469908,491207.733365
3333988.088684,491206.808883
3333987.707460,491205.884400
3333987.326237,491204.959917
3333986.945013,491204.035434
3333986.563789,491203.110952
3333986.182565,491202.186469
3333985.801341,491201.261986
3333985.420118,491200.337503
3333985.038894,491199.413020
3333984.657670,491198.488538
3333984.276446,491197.564055
3333983.895222,491196.639572
3333983.513999,491195.715089
3333983.132775,491194.790606
3333982.751551,491193.866124
3333982.370327,491192.941641
3333981.989103,491192.017158
3333981.607880,491191.092675
3333981.226656,491190.168193
3333980.845432,491189.243710
3333980.464208,491188.319227
3333980.082985,491187.394744
3333979.701761,491186.470261
3333979.320537,491185.545779
3333978.939313,491184.621296
3333978.558089,491183.696813
3333978.176866,491182.772330
3333977.795642,491181.847848
3333977.414418,491180.923365
3333977.033194,491179.998882
3333976.651970,491179.074399
3333976.270747,491178.149916
3333975.889523,491177.225434
3333975.508299,491176.300951
3333975.127075,491175.376468
3333974.745851,491174.451985
3333974.364628,491173.527502
3333973.983404,491172.603020
3333973.602180,491171.678537
3333973.220956,491170.754054
3333972.839732,491169.829571
3333972.458509,491168.905089
3333972.077285,491167.980606
3333971.696061,491167.056123
3333971.314837,491166.131640
3333970.933613,491165.207157
3333970.552390,491164.282675
3333970.171166,491163.358192
3333969.789942,491162.433709
3333969.408718,491161.509226
3333969.027495,491160.584743
3333968.646271,491159.660261
3333968.265047,491158.735778
3333967.883823,491157.811295
3333967.502599,491156.886812
3333967.121376,491155.962330
3333966.740152,491155.037847
3333966.358928,491154.113364
3333965.977704,491153.188881
3333965.596480,491152.264398
3333965.215257,491151.339916
3333964.834033,491150.415433
3333964.452809,491149.490950
3333964.071585,491148.566467
3333963.690361,491147.641984
3333963.309138,491146.717502
3333962.927914,491145.793019
3333962.546690,491144.868536
3333962.165466,491143.944053
3333961.784242,491143.019571
3333961.403019,491142.095088
3333961.021795,491141.170605
3333960.640571,491140.246122
3333960.259347,491139.321639
3333959.878123,491138.397157
3333959.496900,491137.472674
3333959.115676,491136.548191
3333958.734452,491135.623708
3333958.353228,491134.699225
3333957.972005,491133.774743
3333957.590781,491132.850260
3333957.209557,491131.925777
3333956.828333,491131.001294
3333956.447109,491130.076812
3333956.065886,491129.152329
3333955.684662,491128.227846
3333955.303438,491127.303363
3333954.922214,491126.378880
3333954.540990,491125.454398
3333954.159767,491124.529915
3333953.778543,491123.605432
3333953.397319,491122.680949
3333953.016095,491121.756466
3333952.634871,491120.831984
3333952.253648,491119.907501
3333951.872424,491118.983018
3333951.491200,491118.058535
3333951.109976,491117.134053
3333950.728752,491116.209570
3333950.347529,491115.285087
3333949.966305,491114.360604
3333949.585081,491113.436121
3333949.203857,491112.511639
3333948.822633,491111.587156
3333948.441410,491110.662673
3333948.060186,491109.738190
3333947.678962,491108.813708
3333947.297738,491107.889225
3333946.916514,491106.964742
3333946.535291,491106.040259
3333946.154067,491105.115776
3333945.772843,491104.191294
3333945.391619,491103.266811
3333945.010396,491102.342328
3333944.629172,491101.417845
3333944.247948,491100.493362
3333943.866724,491099.568880
3333943.485500,491098.644397
3333943.104277,491097.719914
3333942.723053,491096.795431
3333942.341829,491095.870949
3333941.960605,491094.946466
3333941.579381,491094.021983
3333941.198158,491093.097500
3333940.816934,491092.173017
3333940.435710,491091.248535
3333940.054486,491090.324052
3333939.673262,491089.399569
3333939.292039,491088.475086
3333938.910815,491087.550603
3333938.529591,491086.626121
3333938.148367,491085.701638
3333937.767143,491084.777155
3333937.385920,491083.852672
3333937.004696,491082.928190
3333936.623472,491082.003707
3333936.242248,491081.079224
3333935.861024,491080.154741
3333935.479801,491079.230258
3333935.098577,491078.305776
3333934.717353,491077.381293
3333934.336129,491076.456810
3333933.954906,491075.532327
3333933.573682,491074.607844
3333933.192458,491073.683362
3333932.811234,491072.758879
3333932.430010,491071.834396
3333932.048787,491070.909913
3333931.667563,491069.985431
3333931.286339,491069.060948
3333930.905115,491068.136465
3333930.523891,491067.211982
3333930.142668,491066.287499
3333929.761444,491065.363017
3333929.380220,491064.438534
3333928.998996,491063.514051
3333928.617772,491062.589568
3333928.236549,491061.665085
3333927.855325,491060.740603
3333927.474101,491059.816120
3333927.092877,491058.891637
3333926.711653,491057.967154
3333926.330430,491057.042672
3333925.949206,491056.118189
3333925.567982,491055.193706
3333925.186758,491054.269223
3333924.805534,491053.344740
3333924.424311,491052.420258
3333924.043087,491051.495775
3333923.661863,491050.571292
3333923.280639,491049.646809
3333922.899416,491048.722326
3333922.518192,491047.797844
3333922.136968,491046.873361
3333921.755744,491045.948878
3333921.374520,491045.024395
3333920.993297,491044.099913
3333920.612073,491043.175430
3333920.230849,491042.250947
3333919.849625,491041.326464
3333919.468401,491040.401981
3333919.087178,491039.477499
3333918.705954,491038.553016
3333918.324730,491037.628533
3333917.943506,491036.704050
3333917.562282,491035.779568
3333917.181059,491034.855085
3333916.799835,491033.930602
3333916.418611,491033.006119
3333916.037387,491032.081636
3333915.656163,491031.157154
3333915.274940,491030.232671
3333914.893716,491029.308188
3333914.512492,491028.383705
3333914.131268,491027.459222
3333913.750044,491026.534740
3333913.368821,491025.610257
3333912.987597,491024.685774
3333912.606373,491023.761291
3333912.225149,491022.836809
3333911.843926,491021.912326
3333911.462702,491020.987843
3333911.081478,491020.063360
3333910.700254,491019.138877
3333910.319030,491018.214395
3333909.937807,491017.289912
3333909.556583,491016.365429
3333909.175359,491015.440946
3333908.794135,491014.516463
3333908.412911,491013.591981
3333908.031688,491012.667498
3333907.650464,491011.743015
3333907.269240,491010.818532
3333906.888016,491009.894050
3333906.506792,491008.969567
3333906.125569,491008.045084
3333905.744345,491007.120601
3333905.363121,491006.196118
3333904.981897,491005.271636
3333904.600673,491004.347153
3333904.219450,491003.422670
3333903.838226,491002.498187
3333903.457002,491001.573704
3333903.075778,491000.649222
3333902.694554,490999.724739
3333902.313331,490998.800256
3333901.932107,490997.875773
3333901.550883,490996.951291
3333901.169659,490996.026808
3333900.788435,490995.102325
3333900.407212,490994.177842
3333900.025988,490993.253359
3333899.644764,490992.328877
3333899.263540,490991.404394
3333898.882317,490990.479911
3333898.501093,490989.555428
3333898.119869,490988.630945
3333897.738645,490987.706463
3333897.357421,490986.781980
3333896.976198,490985.857497
3333896.594974,490984.933014
3333896.213750,490984.008532
3333895.832526,490983.084049
3333895.451302,490982.159566
3333895.070079,490981.235083
3333894.688855,490980.310600
3333894.307631,490979.386118
3333893.926407,490978.461635
3333893.545183,490977.537152
3333893.163960,490976.612669
3333892.782736,490975.688186
3333892.401512,490974.763704
3333892.020288,490973.839221
3333891.639064,490972.914738
3333891.257841,490971.990255
3333890.876617,490971.065773
3333890.495393,490970.141290
3333890.114169,490969.216807
3333889.732945,490968.292324
3333889.351722,490967.367841
3333888.970498,490966.443359
3333888.589274,490965.518876
3333888.208050,490964.594393
3333887.826827,490963.669910
3333887.445603,490962.745428
3333887.064379,490961.820945
3333886.683155,490960.896462
3333886.301931,490959.971979
3333885.920708,490959.047496
3333885.539484,490958.123014
3333885.158260,490957.198531
3333884.777036,490956.274048
3333884.395812,490955.349565
3333884.014589,490954.425082
3333883.633365,490953.500600
3333883.252141,490952.576117
3333882.870917,490951.651634
3333882.489693,490950.727151
3333882.108470,490949.802669
3333881.727246,490948.878186
3333881.346022,490947.953703
3333880.964798,490947.029220
3333880.583574,490946.104737
3333880.202351,490945.180255
3333879.821127,490944.255772
3333879.439903,490943.331289
3333879.058679,490942.406806
3333878.677455,490941.482323
3333878.296232,490940.557841
3333877.915008,490939.633358
3333877.533784,490938.708875
3333877.152560,490937.784392
3333876.771337,490936.859910
3333876.390113,490935.935427
3333876.008889,490935.010944
3333875.627665,490934.086461
3333875.246441,490933.161978
3333874.865218,490932.237496
3333874.483994,490931.313013
3333874.102770,490930.388530
3333873.721546,490929.464047
3333873.340322,490928.539564
3333872.959099,490927.615082
3333872.577875,490926.690599
3333872.196651,490925.766116
3333871.815427,490924.841633
3333871.434203,490923.917151
3333871.052980,490922.992668
3333870.671756,490922.068185
3333870.290532,490921.143702
3333869.909308,490920.219219
3333869.528084,490919.294737
3333869.146861,490918.370254
3333868.765637,490917.445771
3333868.384413,490916.521288
3333868.003189,490915.596805
3333867.621965,490914.672323
3333867.240742,490913.747840
3333866.859518,490912.823357
3333866.478294,490911.898874
3333866.097070,490910.974392
3333865.715846,490910.049909
3333865.334623,490909.125426
3333864.953399,490908.200943
3333864.572175,490907.276460
3333864.190951,490906.351978
3333863.809728,490905.427495
3333863.428504,490904.503012
3333863.047280,490903.578529
3333862.666056,490902.654047
3333862.284832,490901.729564
3333861.903609,490900.805081
3333861.522385,490899.880598
3333861.141161,490898.956115
3333860.759937,490898.031633
3333860.378713,490897.107150
3333859.997490,490896.182667
3333859.616266,490895.258184
3333859.235042,490894.333701
3333858.853818,490893.409219
3333858.472594,490892.484736
3333858.091371,490891.560253
3333857.710147,490890.635770
3333857.328923,490889.711288
3333856.947699,490888.786805
3333856.566475,490887.862322
3333856.185252,490886.937839
3333855.804028,490886.013356
3333855.422804,490885.088874
3333855.041580,490884.164391
3333854.660356,490883.239908
3333854.279133,490882.315425
3333853.897909,490881.390942
3333853.516685,490880.466460
3333853.135461,490879.541977
3333852.754238,490878.617494
3333852.373014,490877.693011
3333851.991790,490876.768529
3333851.610566,490875.844046
3333851.229342,490874.919563
3333850.848119,490873.995080
3333850.466895,490873.070597
3333850.085671,490872.146115
3333849.704447,490871.221632
3333849.323223,490870.297149
3333848.942000,490869.372666
3333848.560776,490868.448183
3333848.179552,490867.523701
3333847.798328,490866.599218
3333847.417104,490865.674735
3333847.035881,490864.750252
3333846.654657,490863.825770
3333846.273433,490862.901287
3333845.892209,490861.976804
3333845.510985,490861.052321
3333845.129762,490860.127838
3333844.748538,490859.203356
3333844.367314,490858.278873
3333843.986090,490857.354390
3333843.604866,490856.429907
3333843.223643,490855.505424
3333842.842419,490854.580942
3333842.461195,490853.656459
3333842.079971,490852.731976
3333841.698748,490851.807493
3333841.317524,490850.883011
3333840.936300,490849.958528
3333840.555076,490849.034045
3333840.173852,490848.109562
3333839.792629,490847.185079
3333839.411405,490846.260597
3333839.030181,490845.336114
3333838.648957,490844.411631
3333838.267733,490843.487148
3333837.886510,490842.562665
3333837.505286,490841.638183
3333837.124062,490840.713700
3333836.742838,490839.789217
3333836.361614,490838.864734
3333835.980391,490837.940252
3333835.599167,490837.015769
3333835.217943,490836.091286
3333834.836719,490835.166803
3333834.455495,490834.242320
3333834.074272,490833.317838
3333833.693048,490832.393355
3333833.311824,490831.468872
3333832.930600,490830.544389
3333832.549376,490829.619907
3333832.168153,490828.695424
3333831.786929,490827.770941
3333831.405705,490826.846458
3333831.024481,490825.921975
3333830.643258,490824.997493
3333830.262034,490824.073010
3333829.880810,490823.148527
3333829.499586,490822.224044
3333829.118362,490821.299561
3333828.737139,490820.375079
3333828.355915,490819.450596
3333827.974691,490818.526113
3333827.593467,490817.601630
3333827.212243,490816.677148
3333826.831020,490815.752665
3333826.449796,490814.828182
3333826.068572,490813.903699
3333825.687348,490812.979216
3333825.306124,490812.054734
3333824.924901,490811.130251
3333824.543677,490810.205768
3333824.162453,490809.281285
3333823.781229,490808.356802
3333823.400005,490807.432320
3333823.018782,490806.507837
3333822.637558,490805.583354
3333822.256334,490804.658871
3333821.875110,490803.734389
3333821.493886,490802.809906
3333821.112663,490801.885423
3333820.731439,490800.960940
3333820.350215,490800.036457
3333819.968991,490799.111975
3333819.587767,490798.187492
3333819.206544,490797.263009
3333818.825320,490796.338526
3333818.444096,490795.414043
3333818.062872,490794.489561
3333817.681649,490793.565078
3333817.300425,490792.640595
3333816.919201,490791.716112
3333816.537977,490790.791630
3333816.156753,490789.867147
3333815.775530,490788.942664
3333815.394306,490788.018181
3333815.013082,490787.093698
3333814.631858,490786.169216
3333814.250634,490785.244733
3333813.869411,490784.320250
3333813.488187,490783.395767
3333813.106963,490782.471284
3333812.725739,490781.546802
3333812.344515,490780.622319
3333811.963292,490779.697836
3333811.582068,490778.773353
3333811.200844,490777.848871
3333810.819620,490776.924388
3333810.438396,490775.999905
3333810.057173,490775.075422
3333809.675949,490774.150939
3333809.294725,490773.226457
3333808.913501,490772.301974
3333808.532277,490771.377491
3333808.151054,490770.453008
3333807.769830,490769.528525
3333807.388606,490768.604043
3333807.007382,490767.679560
3333806.626159,490766.755077
3333806.244935,490765.830594
3333805.863711,490764.906112
3333805.482487,490763.981629
3333805.101263,490763.057146
3333804.720040,490762.132663
3333804.338816,490761.208180
3333803.957592,490760.283698
3333803.576368,490759.359215
3333803.195144,490758.434732
3333802.813921,490757.510249
3333802.432697,490756.585767
3333802.051473,490755.661284
3333801.670249,490754.736801
3333801.289025,490753.812318
3333800.907802,490752.887835
3333800.526578,490751.963353
3333800.145354,490751.038870
3333799.764130,490750.114387
3333799.382906,490749.189904
3333799.001683,490748.265421
3333798.620459,490747.340939
3333798.239235,490746.416456
3333797.858011,490745.491973
3333797.476787,490744.567490
3333797.095564,490743.643008
3333796.714340,490742.718525
3333796.333116,490741.794042
3333795.951892,490740.869559
3333795.570669,490739.945076
3333795.189445,490739.020594
3333794.808221,490738.096111
3333794.426997,490737.171628
3333794.045773,490736.247145
3333793.664550,490735.322662
3333793.283326,490734.398180
3333792.902102,490733.473697
3333792.520878,490732.549214
3333792.139654,490731.624731
3333791.758431,490730.700249
3333791.377207,490729.775766
3333790.995983,490728.851283
3333790.614759,490727.926800
3333790.233535,490727.002317
3333789.852312,490726.077835
3333789.471088,490725.153352
3333789.089864,490724.228869
3333788.708640,490723.304386
3333788.327416,490722.379903
3333787.946193,490721.455421
3333787.564969,490720.530938
3333787.183745,490719.606455
3333786.802521,490718.681972
3333786.421297,490717.757490
3333786.040074,490716.833007
3333785.658850,490715.908524
3333785.277626,490714.984041
3333784.896402,490714.059558
3333784.515179,490713.135076
3333784.133955,490712.210593
3333783.752731,490711.286110
3333783.371507,490710.361627
3333782.990283,490709.437144
3333782.609060,490708.512662
3333782.227836,490707.588179
3333781.846612,490706.663696
3333781.465388,490705.739213
3333781.084164,490704.814731
3333780.702941,490703.890248
3333780.321717,490702.965765
3333779.940493,490702.041282
3333779.559269,490701.116799
3333779.178045,490700.192317
3333778.796822,490699.267834
3333778.415598,490698.343351
3333778.034374,490697.418868
3333777.653150,490696.494385
3333777.271926,490695.569903
3333776.890703,490694.645420
3333776.509479,490693.720937
3333776.128255,490692.796454
3333775.747031,490691.871972
3333775.365807,490690.947489
3333774.984584,490690.023006
3333774.603360,490689.098523
3333774.222136,490688.174040
3333773.840912,490687.249558
3333773.459688,490686.325075
3333773.078465,490685.400592
3333772.697241,490684.476109
3333772.316017,490683.551627
3333771.934793,490682.627144
3333771.553570,490681.702661
3333771.172346,490680.778178
3333770.791122,490679.853695
3333770.409898,490678.929213
3333770.028674,490678.004730
3333769.647451,490677.080247
3333769.266227,490676.155764
3333768.885003,490675.231281
3333768.503779,490674.306799
3333768.122555,490673.382316
3333767.741332,490672.457833
3333767.360108,490671.533350
3333766.978884,490670.608868
3333766.597660,490669.684385
3333766.216436,490668.759902
3333765.835213,490667.835419
3333765.453989,490666.910936
3333765.072765,490665.986454
3333764.691541,490665.061971
3333764.310317,490664.137488
3333763.929094,490663.213005
3333763.547870,490662.288522
3333763.166646,490661.364040
3333762.785422,490660.439557
3333762.404198,490659.515074
3333762.022975,490658.590591
3333761.641751,490657.666109
3333761.260527,490656.741626
3333760.879303,490655.817143
3333760.498080,490654.892660
3333760.116856,490653.968177
3333759.735632,490653.043695
3333759.354408,490652.119212
3333758.973184,490651.194729
3333758.591961,490650.270246
3333758.210737,490649.345763
3333757.829513,490648.421281
3333757.448289,490647.496798
3333757.067065,490646.572315
3333756.685842,490645.647832
3333756.304618,490644.723350
3333755.923394,490643.798867
3333755.542170,490642.874384
3333755.160946,490641.949901
3333754.779723,490641.025418
3333754.398499,490640.100936
3333754.017275,490639.176453
3333753.636051,490638.251970
3333753.254827,490637.327487
3333752.873604,490636.403004
3333752.492380,490635.478522
3333752.111156,490634.554039
3333751.729932,490633.629556
3333751.348708,490632.705073
3333750.967485,490631.780591
3333750.586261,490630.856108
3333750.205037,490629.931625
3333749.823813,490629.007142
3333749.442590,490628.082659
3333749.061366,490627.158177
3333748.680142,490626.233694
3333748.298918,490625.309211
3333747.917694,490624.384728
3333747.536471,490623.460246
3333747.155247,490622.535763
3333746.774023,490621.611280
3333746.392799,490620.686797
3333746.011575,490619.762314
3333745.630352,490618.837832
3333745.249128,490617.913349
3333744.867904,490616.988866
3333744.486680,490616.064383
3333744.105456,490615.139900
3333743.724233,490614.215418
3333743.343009,490613.290935
3333742.961785,490612.366452
3333742.580561,490611.441969
3333742.199337,490610.517487
3333741.818114,490609.593004
3333741.436890,490608.668521
3333741.055666,490607.744038
3333740.674442,490606.819555
3333740.293218,490605.895073
3333739.911995,490604.970590
3333739.530771,490604.046107
3333739.149547,490603.121624
3333738.768323,490602.197141
3333738.387099,490601.272659
3333738.005876,490600.348176
3333737.624652,490599.423693
3333737.243428,490598.499210
3333736.862204,490597.574728
3333736.480981,490596.650245
3333736.099757,490595.725762
3333735.718533,490594.801279
3333735.337309,490593.876796
3333734.956085,490592.952314
3333734.574862,490592.027831
3333734.193638,490591.103348
3333733.812414,490590.178865
3333733.431190,490589.254382
3333733.049966,490588.329900
3333732.668743,490587.405417
3333732.287519,490586.480934
3333731.906295,490585.556451
3333731.525071,490584.631969
3333731.143847,490583.707486
3333730.762624,490582.783003
3333730.381400,490581.858520
3333730.000176,490580.934037
3333729.618952,490580.009555
3333729.237728,490579.085072
3333728.856505,490578.160589
3333728.475281,490577.236106
3333728.094057,490576.311623
3333727.712833,490575.387141
3333727.331609,490574.462658
3333726.950386,490573.538175
3333726.569162,490572.613692
3333726.187938,490571.689210
3333725.806714,490570.764727
3333725.425491,490569.840244
3333725.044267,490568.915761
3333724.663043,490567.991278
3333724.281819,490567.066796
3333723.900595,490566.142313
3333723.519372,490565.217830
3333723.138148,490564.293347
3333722.756924,490563.368864
3333722.375700,490562.444382
3333721.994476,490561.519899
3333721.613253,490560.595416
3333721.232029,490559.670933
3333720.850805,490558.746451
3333720.469581,490557.821968
3333720.088357,490556.897485
3333719.707134,490555.973002
3333719.325910,490555.048519
3333718.944686,490554.124037
3333718.563462,490553.199554
3333718.182238,490552.275071
3333717.801015,490551.350588
3333717.419791,490550.426106
3333717.038567,490549.501623
3333716.657343,490548.577140
3333716.276119,490547.652657
3333715.894896,490546.728174
3333715.513672,490545.803692
3333715.132448,490544.879209
3333714.751224,490543.954726
3333714.370001,490543.030243
3333713.988777,490542.105760
3333713.607553,490541.181278
3333713.226329,490540.256795
3333712.845105,490539.332312
3333712.463882,490538.407829
3333712.082658,490537.483347
3333711.701434,490536.558864
3333711.320210,490535.634381
3333710.938986,490534.709898
3333710.557763,490533.785415
3333710.176539,490532.860933
3333709.795315,490531.936450
3333709.414091,490531.011967
3333709.032867,490530.087484
3333708.651644,490529.163001
3333708.270420,490528.238519
3333707.889196,490527.314036
3333707.507972,490526.389553
3333707.126748,490525.465070
3333706.745525,490524.540588
3333706.364301,490523.616105
3333705.983077,490522.691622
3333705.601853,490521.767139
3333705.220629,490520.842656
3333704.839406,490519.918174
3333704.458182,490518.993691
3333704.076958,490518.069208
3333703.695734,490517.144725
3333703.314511,490516.220242
3333702.933287,490515.295760
3333702.552063,490514.371277
3333702.170839,490513.446794
3333701.789615,490512.522311
3333701.408392,490511.597829
3333701.027168,490510.673346
3333700.645944,490509.748863
3333700.264720,490508.824380
3333699.883496,490507.899897
3333699.502273,490506.975415
3333699.121049,490506.050932
3333698.739825,490505.126449
3333698.358601,490504.201966
3333697.977377,490503.277483
3333697.596154,490502.353001
3333697.214930,490501.428518
3333696.833706,490500.504035
3333696.452482,490499.579552
3333696.071258,490498.655070
3333695.690035,490497.730587
3333695.308811,490496.806104
3333694.927587,490495.881621
3333694.546363,490494.957138
3333694.165139,490494.032656
3333693.783916,490493.108173
3333693.402692,490492.183690
3333693.021468,490491.259207
3333692.640244,490490.334724
3333692.259020,490489.410242
3333691.877797,490488.485759
3333691.496573,490487.561276
3333691.115349,490486.636793
3333690.734125,490485.712311
3333690.352902,490484.787828
3333689.971678,490483.863345
3333689.590454,490482.938862
3333689.209230,490482.014379
